Rk,Player,Age,Team,Pos,G,GS,Att,Yds,TD,1D,Succ%,Lng,Y/A,Y/G,A/G,Fmb,Awards,-9999
449,Jerry Jeudy,25,CLE,WR,17,16,0,0,0,0,,,,0.0,0.0,0,PB,JeudJe00
450,Brandon Johnson,26,PIT,WR,3,0,0,0,0,0,,,,0.0,0.0,0,,JohnBr23
451,Collin Johnson,27,CHI,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,JohnCo01
452,Juwan Johnson,28,NOR,TE,17,5,0,0,0,0,,,,0.0,0.0,2,,JohnJu02
453,Theo Johnson,23,NYG,TE,12,11,0,0,0,0,,,,0.0,0.0,0,,JohnTh00
454,Tyler Johnson,26,LAR,WR,15,2,0,0,0,0,,,,0.0,0.0,0,,JohnTy00
455,Charlie Jones,26,CIN,WR,8,0,0,0,0,0,,,,0.0,0.0,2,,JoneCh11
456,Tim Jones,26,JAX,WR,17,0,0,0,0,0,,,,0.0,0.0,0,,JoneTi00
457,Zay Jones,29,ARI,WR,11,2,0,0,0,0,,,,0.0,0.0,0,,JoneZa00
458,Brevin Jordan,24,HOU,TE,2,1,0,0,0,0,,,,0.0,0.0,0,,JordBr00
459,Tom Kennedy,28,DET,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,KennTo01
460,Ramel Keyton,24,LVR,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,KeytRa00
461,Dalton Kincaid,25,BUF,TE,13,9,0,0,0,0,,,,0.0,0.0,1,,KincDa00
462,Mason Kinsey,26,TEN,WR,6,0,0,0,0,0,,,,0.0,0.0,0,,KinsMa00
463,Christian Kirk,28,JAX,WR,8,7,0,0,0,0,,,,0.0,0.0,0,,KirkCh01
464,George Kittle,31,SFO,TE,15,15,0,0,0,0,,,,0.0,0.0,0,PBAP-2AP OPoY-11,KittGe00
465,Cole Kmet,25,CHI,TE,17,16,0,0,0,0,,,,0.0,0.0,0,,KmetCo00
466,Dawson Knox,28,BUF,TE,16,13,0,0,0,0,,,,0.0,0.0,0,,KnoxDa00
467,Lucas Krull,26,DEN,TE,13,2,0,0,0,0,,,,0.0,0.0,0,,KrulLu00
468,Sam LaPorta,23,DET,TE,16,16,0,0,0,0,,,,0.0,0.0,0,,LaPoSa01
469,JC Latham,21,TEN,LT,17,17,0,0,0,0,,,,0.0,0.0,0,,LathJC00
470,Allen Lazard,29,NYJ,WR,12,10,0,0,0,0,,,,0.0,0.0,0,,LazaAl00
471,Marcedes Lewis,40,CHI,TE,17,4,0,0,0,0,,,,0.0,0.0,0,,LewiMa00
472,Isaiah Likely,24,BAL,TE,16,9,0,0,0,0,,,,0.0,0.0,1,,LikeIs00
473,Tyler Lockett,32,SEA,WR,17,14,0,0,0,0,,,,0.0,0.0,0,,LockTy00
474,Hunter Long,26,LAR,TE,17,2,0,0,0,0,,,,0.0,0.0,0,,LongHu00
475,Vederian Lowe,25,NWE,LT,14,13,0,0,0,0,,,,0.0,0.0,0,,LoweVe00
476,Will Mallory,25,IND,TE,10,0,0,0,0,0,,,,0.0,0.0,0,,MallWi00
477,Chris Manhertz,32,NYG,TE,17,11,0,0,0,0,,,,0.0,0.0,0,,ManhCh00
478,Terrace Marshall Jr.,24,LVR,WR,7,1,0,0,0,0,,,,0.0,0.0,0,,MarsTe00
479,Tay Martin,27,TEN,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,MartTa00
480,David Martin-Robinson,25,TEN,TE,5,2,0,0,0,0,,,,0.0,0.0,0,,MartDa01
481,Scott Matlock,24,LAC,FB/DL,17,11,0,0,0,0,,,,0.0,0.0,0,,MatlSc00
482,Jordan Matthews,32,CAR,TE,4,1,0,0,0,0,,,,0.0,0.0,0,,MattJo00
483,Michael Mayer,23,LVR,TE,11,8,0,0,0,0,,,,0.0,0.0,0,,MayeMi00
484,Luke McCaffrey,23,WAS,WR,17,4,0,0,0,0,,,,0.0,0.0,0,,McCaLu00
485,Ladd McConkey,23,LAC,WR,16,14,0,0,0,0,,,,0.0,0.0,2,AP ORoY-9,McCoLa00
486,Bub Means,23,NOR,WR,7,1,0,0,0,0,,,,0.0,0.0,0,,MeanBu00
487,D.K. Metcalf,27,SEA,WR,15,12,0,0,0,0,,,,0.0,0.0,2,,MetcDK00
488,John Metchie,24,HOU,WR,13,3,0,0,0,0,,,,0.0,0.0,1,,MetcJo00
489,Anthony Miller,30,BAL,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,MillAn02
490,Ryan Miller,24,TAM,WR,11,3,0,0,0,0,,,,0.0,0.0,0,,MillRy01
491,Scott Miller,27,PIT,WR,13,1,0,0,0,0,,,,0.0,0.0,0,,MillSc01
492,Darnell Mooney,27,ATL,WR,16,16,0,0,0,0,,,,0.0,0.0,0,,MoonDa00
493,Skyy Moore,24,KAN,WR,6,0,0,0,0,0,,,,0.0,0.0,0,,MoorSk01
494,Foster Moreau,27,NOR,TE,17,17,0,0,0,0,,,,0.0,0.0,0,,MoreFo00
495,Quintin Morris,25,BUF,TE,16,3,0,0,0,0,,,,0.0,0.0,0,,MorrQu00
496,Wanya Morris,24,KAN,LT,17,11,0,0,0,0,,,,0.0,0.0,0,,MorrWa01
497,Johnny Mundt,30,MIN,TE,17,3,0,0,0,0,,,,0.0,0.0,0,,MundJo00
498,Luke Musgrave,24,GNB,TE,7,3,0,0,0,0,,,,0.0,0.0,0,,MusgLu00
499,David Njoku,28,CLE,TE,11,11,0,0,0,0,,,,0.0,0.0,0,,NjokDa00
500,Andrew Ogletree,26,IND,TE,17,6,0,0,0,0,,,,0.0,0.0,0,,OgleAn00
501,Bryce Oliver,24,TEN,WR,10,1,0,0,0,0,,,,0.0,0.0,0,,OlivBr02
502,Josh Oliver,27,MIN,TE,15,12,0,0,0,0,,,,0.0,0.0,0,,OlivJo00
503,K.J. Osborn,27,NWE,WR,7,4,0,0,0,0,,,,0.0,0.0,0,,OsboKJ00
504,Josh Palmer,25,LAC,WR,15,7,0,0,0,0,,,,0.0,0.0,0,,PalmJo00
505,Trey Palmer,23,TAM,WR,15,3,0,0,0,0,,,,0.0,0.0,1,,PalmTr00
506,Colby Parkinson,25,LAR,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,ParkCo02
507,Tim Patrick,31,DET,WR,16,9,0,0,0,0,,,,0.0,0.0,0,AP CPoY-6,PatrTi00
508,Dante Pettis,29,NOR,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,PettDa00
509,Alec Pierce,24,IND,WR,16,13,0,0,0,0,,,,0.0,0.0,0,,PierAl00
510,James Pierre,28,PIT,CB,15,2,0,0,0,0,,,,0.0,0.0,0,,PierJa01
511,Michael Pittman Jr.,27,IND,WR,16,14,0,0,0,0,,,,0.0,0.0,1,,PittMi01
512,Kyle Pitts,24,ATL,TE,17,15,0,0,0,0,,,,0.0,0.0,0,,PittKy00
513,Brandon Powell,29,MIN,WR,17,1,0,0,0,0,,,,0.0,0.0,1,,PoweBr00
514,Adam Prentice,27,NOR,FB,17,7,0,0,0,0,,,,0.0,0.0,0,,PrenAd00
515,James Proche,28,CLE,WR,9,0,0,0,0,0,,,,0.0,0.0,1,,ProcJa00
516,MyCole Pruitt,32,PIT,TE,12,5,0,0,0,0,,,,0.0,0.0,0,,PruiMy00
517,Kendric Pryor,26,CIN,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,PryoKe00
518,Dominick Puni,24,SFO,RG,17,17,0,0,0,0,,,,0.0,0.0,0,,PuniDo00
519,Tip Reiman,23,ARI,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,ReimTi00
520,Nikko Remigio,25,KAN,WR,5,1,0,0,0,0,,,,0.0,0.0,1,,RemiNi00
521,Josh Reynolds,29,2TM,WR,9,2,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
521,Josh Reynolds,29,DEN,WR,5,1,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
521,Josh Reynolds,29,JAX,WR,4,1,0,0,0,0,,,,0.0,0.0,0,,ReynJo00
522,Patrick Ricard,30,BAL,FB,17,6,0,0,0,0,,,,0.0,0.0,0,PBAP-1,RicaPa00
523,Allen Robinson,31,DET,WR,12,0,0,0,0,0,,,,0.0,0.0,0,,RobiAl02
524,Demarcus Robinson,30,LAR,WR,17,17,0,0,0,0,,,,0.0,0.0,0,,RobiDe01
525,John Ross,29,PHI,WR,1,0,0,0,0,0,,,,0.0,0.0,0,,RossJo00
526,Justyn Ross,25,KAN,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,RossJu00
527,Jeremy Ruckert,24,NYJ,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,RuckJe00
528,Ja'Tavion Sanders,21,CAR,TE,16,8,0,0,0,0,,,,0.0,0.0,1,,SandJa01
529,Eric Saubert,30,SFO,TE,17,3,0,0,0,0,,,,0.0,0.0,1,,SaubEr00
530,Luke Schoonmaker,26,DAL,TE,17,6,0,0,0,0,,,,0.0,0.0,0,,SchoLu00
531,Dalton Schultz,28,HOU,TE,17,13,0,0,0,0,,,,0.0,0.0,0,,SchuDa00
532,Trenton Scott,30,WAS,T,17,1,0,0,0,0,,,,0.0,0.0,0,,ScotTr01
533,Tyler Scott,23,CHI,WR,11,0,0,0,0,0,,,,0.0,0.0,0,,ScotTy00
534,Tyrell Shavers,25,BUF,WR,3,0,0,0,0,0,,,,0.0,0.0,0,,ShavTy00
535,John Samuel Shenker,26,LVR,TE,8,0,0,0,0,0,,,,0.0,0.0,0,,ShenJo00
536,Trent Sherfield,28,MIN,WR,17,1,0,0,0,0,,,,0.0,0.0,0,,SherTr00
537,Ben Sims,24,GNB,TE,17,5,0,0,0,0,,,,0.0,0.0,0,,SimsBe00
538,Ben Sinnott,22,WAS,TE,17,2,0,0,0,0,,,,0.0,0.0,0,,SinnBe00
539,Dan Skipper,30,DET,T,17,5,0,0,0,0,,,,0.0,0.0,0,,SkipDa00
540,Ben Skowronek,27,PIT,WR,10,1,0,0,0,0,,,,0.0,0.0,0,,SkowBe00
541,Stone Smartt,26,LAC,TE,15,2,0,0,0,0,,,,0.0,0.0,1,,SmarSt00
542,Tyler Smith,23,DAL,LG,16,16,0,0,0,0,,,,0.0,0.0,0,PB,SmitTy02
543,JuJu Smith-Schuster,28,KAN,WR,14,8,0,0,0,0,,,,0.0,0.0,0,,SmitJu00
544,Durham Smythe,29,MIA,TE,17,4,0,0,0,0,,,,0.0,0.0,0,,SmytDu00
545,Brevyn Spann-Ford,25,DAL,TE,17,0,0,0,0,0,,,,0.0,0.0,0,,SpanBr00
546,Jack Stoll,26,PHI,TE,7,2,0,0,0,0,,,,0.0,0.0,0,,StolJa00
547,Cade Stover,24,HOU,TE,15,9,0,0,0,0,,,,0.0,0.0,0,,StovCa00
548,Brenton Strange,24,JAX,TE,17,10,0,0,0,0,,,,0.0,0.0,1,,StraBr00
549,Stephen Sullivan,28,CAR,TE,1,0,0,0,0,0,,,,0.0,0.0,0,,SullSt00
550,Courtland Sutton,29,DEN,WR,17,13,0,0,0,0,,,,0.0,0.0,1,,SuttCo00
551,Geoff Swaim,31,CLE,TE,8,2,0,0,0,0,,,,0.0,0.0,0,,SwaiGe00
552,Trent Taylor,30,SFO,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,TaylTr02
553,Adam Thielen,34,CAR,WR,10,10,0,0,0,0,,,,0.0,0.0,0,,ThieAd00
554,Ian Thomas,28,CAR,TE,5,2,0,0,0,0,,,,0.0,0.0,0,,ThomIa00
555,Juanyeh Thomas,24,DAL,S,13,0,0,0,0,0,,,,0.0,0.0,0,,ThomJu03
556,Tyquan Thornton,24,NWE,WR,6,1,0,0,0,0,,,,0.0,0.0,0,,ThorTy00
557,Jamari Thrash,24,CLE,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,ThraJa01
558,Mason Tipton,24,NOR,WR,11,1,0,0,0,0,,,,0.0,0.0,0,,TiptMa00
559,Jalen Tolbert,25,DAL,WR,17,15,0,0,0,0,,,,0.0,0.0,0,,TolbJa00
560,Eric Tomlinson,32,LAC,TE,9,1,0,0,0,0,,,,0.0,0.0,0,,TomlEr01
561,Austin Trammell,26,JAX,WR,1,0,0,0,0,0,,,,0.0,0.0,1,,TramAu00
562,Adam Trautman,27,DEN,TE,17,14,0,0,0,0,,,,0.0,0.0,0,,TrauAd00
563,Brycen Tremayne,25,WAS,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,TremBr00
564,Tommy Tremble,24,CAR,TE,12,11,0,0,0,0,,,,0.0,0.0,1,,TremTo00
565,Nick Vannett,31,TEN,TE,17,10,0,0,0,0,,,,0.0,0.0,0,,VannNi00
566,Ben VanSumeren,24,PHI,LB,11,1,0,0,0,0,,,,0.0,0.0,0,,VanSBe00
567,Devaughn Vele,27,DEN,WR,13,7,0,0,0,0,,,,0.0,0.0,0,,VeleDe00
568,Devontez Walker,23,BAL,WR,9,0,0,0,0,0,,,,0.0,0.0,0,,WalkDe01
569,Tylan Wallace,25,BAL,WR,17,0,0,0,0,0,,,,0.0,0.0,1,,WallTy00
570,Casey Washington,23,ATL,WR,8,0,0,0,0,0,,,,0.0,0.0,0,,WashCa01
571,Darnell Washington,23,PIT,TE,17,9,0,0,0,0,,,,0.0,0.0,0,,WashDa03
572,Parker Washington,22,JAX,WR,17,7,0,0,0,0,,,,0.0,0.0,2,,WashPa01
573,Justin Watson,28,KAN,WR,17,7,0,0,0,0,,,,0.0,0.0,0,,WatsJu01
574,Xavier Weaver,24,ARI,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,WeavXa00
575,Nick Westbrook-Ikhine,27,TEN,WR,17,9,0,0,0,0,,,,0.0,0.0,0,,WestNi00
576,Cody White,26,SEA,WR,4,0,0,0,0,0,,,,0.0,0.0,0,,WhitCo05
577,Blake Whiteheart,24,CLE,TE,11,2,0,0,0,0,,,,0.0,0.0,0,,WhitBl01
578,Josh Whyle,25,TEN,TE,17,4,0,0,0,0,,,,0.0,0.0,0,,WhylJo01
579,Dontayvion Wicks,23,GNB,WR,17,5,0,0,0,0,,,,0.0,0.0,0,,WickDo00
580,Jared Wiley,24,KAN,TE,7,2,0,0,0,0,,,,0.0,0.0,0,,WileJa00
581,Kristian Wilkerson,27,LVR,WR,3,0,0,0,0,0,,,,0.0,0.0,0,,WilkKr00
582,Isaiah Williams,23,DET,WR,2,0,0,0,0,0,,,,0.0,0.0,0,,WillIs03
583,Mike Williams,30,2TM,WR,18,5,0,0,0,0,,,,0.0,0.0,0,,WillMi07
583,Mike Williams,30,NYJ,WR,9,3,0,0,0,0,,,,0.0,0.0,0,,WillMi07
583,Mike Williams,30,PIT,WR,9,2,0,0,0,0,,,,0.0,0.0,0,,WillMi07
584,Brayden Willis,25,SFO,TE,10,0,0,0,0,0,,,,0.0,0.0,0,,WillBr06
585,Cedrick Wilson Jr.,29,NOR,WR,15,4,0,0,0,0,,,,0.0,0.0,1,,WilsCe01
586,Johnny Wilson,23,PHI,WR,16,4,0,0,0,0,,,,0.0,0.0,0,,WilsJo03
587,Tristan Wirfs,25,TAM,LT,16,16,0,0,0,0,,,,0.0,0.0,1,PBAP-1,WirfTr00
588,Charlie Woerner,27,ATL,TE,16,5,0,0,0,0,,,,0.0,0.0,0,,WoerCh00
589,Michael Woods II,24,CLE,WR,5,2,0,0,0,0,,,,0.0,0.0,0,,WoodMi00
590,Robert Woods,32,HOU,WR,15,4,0,0,0,0,,,,0.0,0.0,3,,WoodRo02
591,Brock Wright,26,DET,TE,17,8,0,0,0,0,,,,0.0,0.0,0,,WrigBr01
592,Kenny Yeboah,26,NYJ,TE,9,1,0,0,0,0,,,,0.0,0.0,0,,YeboKe00
593,Dareke Young,25,SEA,WR,14,0,0,0,0,0,,,,0.0,0.0,0,,YounDa02
594,Shane Zylstra,28,DET,TE,12,1,0,0,0,0,,,,0.0,0.0,0,,ZylsSh00
,League Average,,,,,,,,,,49.6,,4.4,9.1,2.1,,,-9999
